,COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate
13,Australia,JAN2010,January 2010,2010,1,January,Final consumption,19317.931,20,220091.029
18,Australia,JAN2010,January 2010,2010,1,January,Low carbon,1665.783,26,24610.86
21,Austria,JAN2010,January 2010,2010,1,January,Wind,200.966,2,1961.814
81,Canada,JAN2010,January 2010,2010,1,January,Not specified,248.0,13,2976.0
91,Canada,JAN2010,January 2010,2010,1,January,Non-renewables,20850.285,23,218831.866
122,Czech Republic,JAN2010,January 2010,2010,1,January,Oil,20.072,9,176.959
128,Czech Republic,JAN2010,January 2010,2010,1,January,Total imports,597.964,15,6642.0
153,Denmark,JAN2010,January 2010,2010,1,January,Electricity supplied,3518.026,17,35736.999
239,Germany,JAN2010,January 2010,2010,1,January,Coal,25193.476,8,253690.859
247,Germany,JAN2010,January 2010,2010,1,January,Total exports,6153.18,16,57916.999
258,Germany,JAN2010,January 2010,2010,1,January,Fossil fuels,35748.159,27,353461.038
574,New Zealand,JAN2010,January 2010,2010,1,January,Final consumption,3152.632,20,40344.719
649,OECD Asia Oceania,JAN2010,January 2010,2010,1,January,Distribution losses,7791.715,19,85432.122
653,OECD Asia Oceania,JAN2010,January 2010,2010,1,January,Non-renewables,153679.381,23,1691557.644
682,OECD Europe,JAN2010,January 2010,2010,1,January,Other renewables aggregated,11594.531,25,128794.887
732,Poland,JAN2010,January 2010,2010,1,January,Non-renewables,12685.654,23,132615.024
763,Republic of Turkiye,JAN2010,January 2010,2010,1,January,Hydro,4186.449,1,51423.001
779,Republic of Turkiye,JAN2010,January 2010,2010,1,January,Electricity supplied,16765.652,17,202272.001
829,Slovenia,JAN2010,January 2010,2010,1,January,Electricity supplied,1183.106,17,13289.858
858,Spain,JAN2010,January 2010,2010,1,January,Electricity trade,299.587,21,8333.0
860,Spain,JAN2010,January 2010,2010,1,January,Non-renewables,16269.286,23,192068.897
1033,Belgium,FEB2010,February 2010,2010,2,February,Other renewables aggregated,362.417,25,4189.65
1094,Czech Republic,FEB2010,February 2010,2010,2,February,Total imports,688.759,15,6642.0
1167,Finland,FEB2010,February 2010,2010,2,February,Renewables,1940.728,22,23435.425
1238,Greece,FEB2010,February 2010,2010,2,February,Used for pumped storage,4.546,18,36.0
1273,IEA Total,FEB2010,February 2010,2010,2,February,Solar,1440.897,3,30612.62
1299,Iceland,FEB2010,February 2010,2010,2,February,Geothermal,344.143,4,4234.0
1301,Iceland,FEB2010,February 2010,2010,2,February,Oil,0.167,9,2.004
1361,Japan,FEB2010,February 2010,2010,2,February,Solar,193.947,3,1582.15
1505,Netherlands,FEB2010,February 2010,2010,2,February,Oil,101.934,9,1205.278
1563,Norway,FEB2010,February 2010,2010,2,February,Final consumption,12086.776,20,120546.0
1583,OECD Americas,FEB2010,February 2010,2010,2,February,Not specified,543.583,13,6522.996
1603,OECD Asia Oceania,FEB2010,February 2010,2010,2,February,Total combustible fuels,104213.522,7,1268139.779
1687,Poland,FEB2010,February 2010,2010,2,February,Other combustible non-renewables,3.467,12,40.817
1716,Portugal,FEB2010,February 2010,2010,2,February,Total imports,432.149,15,5814.002
1731,Republic of Turkiye,FEB2010,February 2010,2010,2,February,Solar,0.0,3,0.0
1756,Slovak Republic,FEB2010,February 2010,2010,2,February,Hydro,313.45,1,5578.003
1844,Sweden,FEB2010,February 2010,2010,2,February,Electricity supplied,14271.585,17,147341.597
1852,Sweden,FEB2010,February 2010,2010,2,February,Other renewables aggregated,1346.335,25,11625.438
1917,United States,FEB2010,February 2010,2010,2,February,Not specified,286.25,13,3435.0
2048,Czech Republic,MAR2010,March 2010,2010,3,March,Hydro,312.1,1,3366.0
2086,Denmark,MAR2010,March 2010,2010,3,March,Distribution losses,257.961,19,2624.001
2107,Estonia,MAR2010,March 2010,2010,3,March,Final consumption,726.365,20,7430.999
2112,Estonia,MAR2010,March 2010,2010,3,March,Other renewables aggregated,61.9,25,667.985
2198,Greece,MAR2010,March 2010,2010,3,March,Combustible renewables,11.566,11,173.948
2273,Iceland,MAR2010,March 2010,2010,3,March,Non-renewables,0.167,23,2.004
2298,Ireland,MAR2010,March 2010,2010,3,March,Low carbon,339.658,26,3886.106
2348,Korea,MAR2010,March 2010,2010,3,March,Hydro,444.284,1,6406.001
2357,Korea,MAR2010,March 2010,2010,3,March,Other combustible non-renewables,16.783,12,185.078
2511,New Zealand,MAR2010,March 2010,2010,3,March,Low carbon,2438.892,26,32258.075
2628,OECD Total,MAR2010,March 2010,2010,3,March,Not specified,2578.743,13,31761.057
2665,Poland,MAR2010,March 2010,2010,3,March,Other renewables aggregated,486.426,25,5717.986
2702,Republic of Turkiye,MAR2010,March 2010,2010,3,March,Oil,168.913,9,2072.51
2735,Slovak Republic,MAR2010,March 2010,2010,3,March,Electricity supplied,2379.441,17,26472.001
2817,Sweden,MAR2010,March 2010,2010,3,March,Other renewables aggregated,1285.705,25,11625.438
2820,Switzerland,MAR2010,March 2010,2010,3,March,Hydro,2318.505,1,37450.0
2886,United States,MAR2010,March 2010,2010,3,March,Electricity supplied,317813.205,17,4184935.001
2889,United States,MAR2010,March 2010,2010,3,March,Final consumption,296161.407,20,3894367.001
2897,Australia,APR2010,April 2010,2010,4,April,Hydro,1044.406,1,16471.891
2899,Australia,APR2010,April 2010,2010,4,April,Solar,26.811,3,908.238
3001,Chile,APR2010,April 2010,2010,4,April,Net electricity production,4571.023,14,58334.001
3011,Chile,APR2010,April 2010,2010,4,April,Low carbon,1922.934,26,24213.17
3027,Czech Republic,APR2010,April 2010,2010,4,April,Electricity supplied,5008.117,17,63354.003
3051,Denmark,APR2010,April 2010,2010,4,April,Distribution losses,202.946,19,2624.001
3085,Finland,APR2010,April 2010,2010,4,April,Coal,1791.544,8,20281.61
3087,Finland,APR2010,April 2010,2010,4,April,Natural gas,879.272,10,10663.614
3279,Italy,APR2010,April 2010,2010,4,April,Electricity supplied,25732.956,17,334906.24
3309,Japan,APR2010,April 2010,2010,4,April,Others,6829.872,24,117688.827
3343,Latvia,APR2010,April 2010,2010,4,April,Other combustible non-renewables,0.0,12,0.0
3371,Lithuania,APR2010,April 2010,2010,4,April,Final consumption,680.8,20,9327.0
3372,Lithuania,APR2010,April 2010,2010,4,April,Electricity trade,-505.742,21,-5990.002
3379,Luxembourg,APR2010,April 2010,2010,4,April,Hydro,134.915,1,1457.23
3395,Luxembourg,APR2010,April 2010,2010,4,April,Distribution losses,11.44,19,133.6
3402,Luxembourg,APR2010,April 2010,2010,4,April,Low carbon,148.815,26,1617.06
3406,Mexico,APR2010,April 2010,2010,4,April,Solar,2.781,3,30.999
3458,New Zealand,APR2010,April 2010,2010,4,April,Total combustible fuels,1054.707,7,11749.716
3474,New Zealand,APR2010,April 2010,2010,4,April,Non-renewables,1006.234,23,11244.514
3558,OECD Europe,APR2010,April 2010,2010,4,April,Geothermal,863.976,4,10042.333
3602,OECD Total,APR2010,April 2010,2010,4,April,Electricity trade,-2264.354,21,-22151.39
3960,Chile,MAY2010,May 2010,2010,5,May,Wind,15.092,2,332.001
4014,Denmark,MAY2010,May 2010,2010,5,May,Total imports,961.0,15,10599.0
4042,Estonia,MAY2010,May 2010,2010,5,May,Others,2.751,24,37.01
4082,France,MAY2010,May 2010,2010,5,May,Net electricity production,39511.208,14,544298.85
4153,Hungary,MAY2010,May 2010,2010,5,May,Combustible renewables,196.303,11,2101.14
4157,Hungary,MAY2010,May 2010,2010,5,May,Total exports,168.0,16,4702.0
4382,Mexico,MAY2010,May 2010,2010,5,May,Net electricity production,24086.742,14,264335.719
4389,Mexico,MAY2010,May 2010,2010,5,May,Renewables,3156.82,22,45046.671
4516,OECD Asia Oceania,MAY2010,May 2010,2010,5,May,Non-renewables,123772.464,23,1691557.644
4578,Poland,MAY2010,May 2010,2010,5,May,Geothermal,0.0,4,0.0
4591,Poland,MAY2010,May 2010,2010,5,May,Distribution losses,923.124,19,11851.0
4614,Portugal,MAY2010,May 2010,2010,5,May,Total exports,290.909,16,3191.001
4663,Slovak Republic,MAY2010,May 2010,2010,5,May,Not specified,3.333,13,39.996
4694,Slovenia,MAY2010,May 2010,2010,5,May,Distribution losses,81.263,19,981.999
4695,Slovenia,MAY2010,May 2010,2010,5,May,Final consumption,952.661,20,12062.8
4729,Sweden,MAY2010,May 2010,2010,5,May,Wind,216.871,2,3487.0
4751,Sweden,MAY2010,May 2010,2010,5,May,Fossil fuels,521.147,27,8134.56
4886,Belgium,JUN2010,June 2010,2010,6,June,Total imports,1061.406,15,12395.0
5005,Estonia,JUN2010,June 2010,2010,6,June,Electricity trade,328.861,21,3253.999
5007,Estonia,JUN2010,June 2010,2010,6,June,Non-renewables,796.366,23,10760.011
5157,IEA Total,JUN2010,June 2010,2010,6,June,Others,28022.902,24,350754.667
5178,Ireland,JUN2010,June 2010,2010,6,June,Total combustible fuels,1872.814,7,23858.392
5305,Lithuania,JUN2010,June 2010,2010,6,June,Renewables,123.707,22,1631.254
5393,New Zealand,JUN2010,June 2010,2010,6,June,Natural gas,889.461,10,9256.436
5401,New Zealand,JUN2010,June 2010,2010,6,June,Used for pumped storage,0.0,18,0.0
5415,Norway,JUN2010,June 2010,2010,6,June,Oil,2.858,9,30.949
5502,OECD Europe,JUN2010,June 2010,2010,6,June,Total exports,23921.823,16,311944.704
5535,OECD Total,JUN2010,June 2010,2010,6,June,Renewables,167797.408,22,1961826.324
5536,OECD Total,JUN2010,June 2010,2010,6,June,Non-renewables,694862.64,23,8465875.808
5701,Sweden,JUN2010,June 2010,2010,6,June,Natural gas,150.364,10,2743.304
5824,Austria,JUL2010,July 2010,2010,7,July,Other combustible non-renewables,46.6,12,559.2
5827,Austria,JUL2010,July 2010,2010,7,July,Total imports,1260.363,15,19908.697
5900,Chile,JUL2010,July 2010,2010,7,July,Electricity supplied,5187.746,17,59292.001
5932,Czech Republic,JUL2010,July 2010,2010,7,July,Low carbon,2684.761,26,32659.558
5983,Finland,JUL2010,July 2010,2010,7,July,Natural gas,417.166,10,10663.614
6067,Greece,JUL2010,July 2010,2010,7,July,Final consumption,5845.458,20,55275.999
6069,Greece,JUL2010,July 2010,2010,7,July,Renewables,780.972,22,10501.954
6189,Japan,JUL2010,July 2010,2010,7,July,Geothermal,196.783,4,2456.759
6228,Korea,JUL2010,July 2010,2010,7,July,Other renewables aggregated,54.249,25,882.015
6276,Luxembourg,JUL2010,July 2010,2010,7,July,Wind,4.581,2,55.086
6350,New Zealand,JUL2010,July 2010,2010,7,July,Hydro,2143.908,1,24479.241
6362,New Zealand,JUL2010,July 2010,2010,7,July,Total imports,0.0,15,0.0
6419,OECD Americas,JUL2010,July 2010,2010,7,July,Renewables,75310.788,22,891901.202
6596,Slovak Republic,JUL2010,July 2010,2010,7,July,Total exports,762.121,16,6293.0
6598,Slovak Republic,JUL2010,July 2010,2010,7,July,Used for pumped storage,43.881,18,535.999
6600,Slovak Republic,JUL2010,July 2010,2010,7,July,Final consumption,1995.903,20,25079.999
6683,Switzerland,JUL2010,July 2010,2010,7,July,Wind,3.083,2,36.996
6707,United Kingdom,JUL2010,July 2010,2010,7,July,Wind,911.865,2,10285.999
6745,United States,JUL2010,July 2010,2010,7,July,Net electricity production,414153.978,14,4158959.001
6766,Australia,AUG2010,August 2010,2010,8,August,Natural gas,4154.122,10,45678.585
6803,Austria,AUG2010,August 2010,2010,8,August,Fossil fuels,992.594,27,21800.133
6907,Denmark,AUG2010,August 2010,2010,8,August,Net electricity production,2011.915,14,36871.999
7069,IEA Total,AUG2010,August 2010,2010,8,August,Coal,310068.208,8,3463978.133
7079,IEA Total,AUG2010,August 2010,2010,8,August,Used for pumped storage,8185.686,18,87420.908
7223,Lithuania,AUG2010,August 2010,2010,8,August,Combustible renewables,8.195,11,133.259
7346,Norway,AUG2010,August 2010,2010,8,August,Not specified,10.5,13,126.0
7408,OECD Asia Oceania,AUG2010,August 2010,2010,8,August,Renewables,17406.084,22,181834.952
7513,Portugal,AUG2010,August 2010,2010,8,August,Renewables,1360.182,22,28351.645
7548,Slovak Republic,AUG2010,August 2010,2010,8,August,Solar,2.008,3,17.0
7619,Spain,AUG2010,August 2010,2010,8,August,Low carbon,11783.838,26,158412.11
7656,Switzerland,AUG2010,August 2010,2010,8,August,Total imports,2034.702,15,33400.998
7722,Australia,SEP2010,September 2010,2010,9,September,Hydro,1737.34,1,16471.891
7834,Chile,SEP2010,September 2010,2010,9,September,Others,1024.096,24,8134.076
7872,Denmark,SEP2010,September 2010,2010,9,September,Net electricity production,2698.47,14,36871.999
7878,Denmark,SEP2010,September 2010,2010,9,September,Electricity trade,-58.068,21,1135.0
7911,Finland,SEP2010,September 2010,2010,9,September,Oil,35.011,9,458.405
7959,Germany,SEP2010,September 2010,2010,9,September,Nuclear,11360.589,6,132971.002
8064,Iceland,SEP2010,September 2010,2010,9,September,Others,0.167,24,2.004
8112,Italy,SEP2010,September 2010,2010,9,September,Other renewables aggregated,1173.819,25,14067.94
8143,Korea,SEP2010,September 2010,2010,9,September,Coal,18148.261,8,211371.226
8149,Korea,SEP2010,September 2010,2010,9,September,Net electricity production,37781.272,14,480391.999
8162,Latvia,SEP2010,September 2010,2010,9,September,Solar,0.0,3,0.0
8195,Lithuania,SEP2010,September 2010,2010,9,September,Distribution losses,77.05,19,988.999
8421,OECD Total,SEP2010,September 2010,2010,9,September,Total imports,31227.673,15,398804.095
8432,OECD Total,SEP2010,September 2010,2010,9,September,Low carbon,323437.991,26,4180190.986
8463,Portugal,SEP2010,September 2010,2010,9,September,Nuclear,0.0,6,0.0
8484,Portugal,SEP2010,September 2010,2010,9,September,Fossil fuels,3031.996,27,24430.652
8497,Republic of Turkiye,SEP2010,September 2010,2010,9,September,Not specified,9.083,13,108.996
8512,Slovak Republic,SEP2010,September 2010,2010,9,September,Hydro,549.789,1,5578.003
8529,Slovak Republic,SEP2010,September 2010,2010,9,September,Final consumption,1907.851,20,25079.999
8619,Switzerland,SEP2010,September 2010,2010,9,September,Combustible renewables,91.125,11,1215.514
8630,Switzerland,SEP2010,September 2010,2010,9,September,Non-renewables,1653.493,23,27334.328
8760,Canada,OCT2010,October 2010,2010,10,October,Solar,14.618,3,253.0
8830,Denmark,OCT2010,October 2010,2010,10,October,Wind,872.888,2,7808.998
8853,Estonia,OCT2010,October 2010,2010,10,October,Total combustible fuels,987.415,7,11428.001
8897,France,OCT2010,October 2010,2010,10,October,Solar,42.413,3,620.001
8908,France,OCT2010,October 2010,2010,10,October,Total imports,2685.239,15,19474.999
8937,Germany,OCT2010,October 2010,2010,10,October,Used for pumped storage,650.323,18,8619.001
8985,Hungary,OCT2010,October 2010,2010,10,October,Final consumption,3063.434,20,36006.85
9002,IEA Total,OCT2010,October 2010,2010,10,October,Natural gas,193088.034,10,2422640.54
9073,Italy,OCT2010,October 2010,2010,10,October,Final consumption,26054.282,20,309883.241
9082,Japan,OCT2010,October 2010,2010,10,October,Wind,100.77,2,3418.734
9111,Korea,OCT2010,October 2010,2010,10,October,Natural gas,7238.701,10,99464.276
9165,Lithuania,OCT2010,October 2010,2010,10,October,Non-renewables,257.149,23,3715.736
9179,Luxembourg,OCT2010,October 2010,2010,10,October,Combustible renewables,7.908,11,83.597
9245,New Zealand,OCT2010,October 2010,2010,10,October,Hydro,2229.199,1,24479.241
9272,Norway,OCT2010,October 2010,2010,10,October,Coal,5.899,8,134.777
9298,OECD Americas,OCT2010,October 2010,2010,10,October,Total combustible fuels,248021.842,7,3341180.001
9324,OECD Asia Oceania,OCT2010,October 2010,2010,10,October,Total combustible fuels,95130.535,7,1268139.779
9365,OECD Europe,OCT2010,October 2010,2010,10,October,Electricity trade,-1616.373,21,-21607.392
9507,Slovenia,OCT2010,October 2010,2010,10,October,Oil,0.706,9,7.094
9635,United States,OCT2010,October 2010,2010,10,October,Combustible renewables,4511.255,11,58153.225
9642,United States,OCT2010,October 2010,2010,10,October,Used for pumped storage,1864.918,18,29569.002
9647,United States,OCT2010,October 2010,2010,10,October,Non-renewables,276392.585,23,3702816.78
9657,Australia,NOV2010,November 2010,2010,11,November,Coal,12582.983,8,163887.775
9684,Austria,NOV2010,November 2010,2010,11,November,Total imports,1942.976,15,19908.697
9692,Austria,NOV2010,November 2010,2010,11,November,Non-renewables,2241.399,23,21800.133
9763,Chile,NOV2010,November 2010,2010,11,November,Non-renewables,2668.544,23,34232.823
9781,Czech Republic,NOV2010,November 2010,2010,11,November,Total exports,1792.725,16,21590.0
9829,Estonia,NOV2010,November 2010,2010,11,November,Renewables,94.73,22,971.987
9830,Estonia,NOV2010,November 2010,2010,11,November,Non-renewables,973.337,23,10760.011
9839,Finland,NOV2010,November 2010,2010,11,November,Total combustible fuels,4038.637,7,42000.0
9854,Finland,NOV2010,November 2010,2010,11,November,Non-renewables,5119.18,23,53784.308
9911,Greece,NOV2010,November 2010,2010,11,November,Hydro,724.289,1,7456.001
9938,Hungary,NOV2010,November 2010,2010,11,November,Total combustible fuels,1839.59,7,19106.0
9946,Hungary,NOV2010,November 2010,2010,11,November,Total exports,526.0,16,4702.0
9958,IEA Total,NOV2010,November 2010,2010,11,November,Wind,27560.746,2,265953.423
9977,IEA Total,NOV2010,November 2010,2010,11,November,Electricity trade,-1196.512,21,-22440.391
10073,Korea,NOV2010,November 2010,2010,11,November,Coal,17242.61,8,211371.226
10178,Mexico,NOV2010,November 2010,2010,11,November,Renewables,3839.45,22,45046.671
10202,Netherlands,NOV2010,November 2010,2010,11,November,Electricity trade,222.967,21,-2774.998
10214,New Zealand,NOV2010,November 2010,2010,11,November,Coal,226.201,8,1928.88
10219,New Zealand,NOV2010,November 2010,2010,11,November,Not specified,4.763,13,57.156
10257,OECD Americas,NOV2010,November 2010,2010,11,November,Hydro,55815.428,1,690682.002
10285,OECD Asia Oceania,NOV2010,November 2010,2010,11,November,Wind,692.726,2,10797.443
10342,OECD Total,NOV2010,November 2010,2010,11,November,Nuclear,180760.409,6,2186603.605
10406,Portugal,NOV2010,November 2010,2010,11,November,Distribution losses,354.595,19,4279.999
10524,Sweden,NOV2010,November 2010,2010,11,November,Natural gas,287.123,10,2743.304
10539,Sweden,NOV2010,November 2010,2010,11,November,Low carbon,12533.052,26,137129.034
10627,Australia,DEC2010,December 2010,2010,12,December,Net electricity production,19325.286,14,236625.007
10689,Canada,DEC2010,December 2010,2010,12,December,Wind,1015.091,2,8637.002
10723,Chile,DEC2010,December 2010,2010,12,December,Total imports,31.169,15,958.0
10870,Germany,DEC2010,December 2010,2010,12,December,Electricity trade,2965.075,21,14954.999
10905,Hungary,DEC2010,December 2010,2010,12,December,Coal,539.486,8,5808.546
11050,Korea,DEC2010,December 2010,2010,12,December,Renewables,704.4,22,8877.013
11053,Korea,DEC2010,December 2010,2010,12,December,Other renewables aggregated,125.459,25,882.015
11102,Luxembourg,DEC2010,December 2010,2010,12,December,Solar,0.522,3,21.147
11150,Netherlands,DEC2010,December 2010,2010,12,December,Hydro,13.0,1,105.0
11207,Norway,DEC2010,December 2010,2010,12,December,Not specified,10.5,13,126.0
11231,OECD Americas,DEC2010,December 2010,2010,12,December,Natural gas,92122.411,10,1157172.147
11292,OECD Europe,DEC2010,December 2010,2010,12,December,Used for pumped storage,3947.658,18,44138.886
11313,OECD Total,DEC2010,December 2010,2010,12,December,Other combustible non-renewables,3747.314,12,40351.006
11354,Portugal,DEC2010,December 2010,2010,12,December,Hydro,1697.537,1,16345.394
11446,Slovenia,DEC2010,December 2010,2010,12,December,Electricity supplied,1238.455,17,13289.858
11580,United States,DEC2010,December 2010,2010,12,December,Other renewables aggregated,6417.636,25,73372.226
11625,Austria,JAN2011,January 2011,2011,1,January,Other renewables aggregated,357.082,25,4330.561
11747,Estonia,JAN2011,January 2011,2011,1,January,Total combustible fuels,1185.163,7,11268.999
11781,Finland,JAN2011,January 2011,2011,1,January,Final consumption,8520.1,20,81572.298
11825,Germany,JAN2011,January 2011,2011,1,January,Combustible renewables,2702.647,11,34230.646
11895,IEA Total,JAN2011,January 2011,2011,1,January,Coal,327068.028,8,3371445.263
11913,IEA Total,JAN2011,January 2011,2011,1,January,Low carbon,385223.787,26,4112438.062
11920,Iceland,JAN2011,January 2011,2011,1,January,Electricity supplied,1481.316,17,16851.0
11925,Iceland,JAN2011,January 2011,2011,1,January,Others,0.269,24,2.0
11979,Japan,JAN2011,January 2011,2011,1,January,Geothermal,207.637,4,2366.026
12092,Mexico,JAN2011,January 2011,2011,1,January,Solar,3.345,3,40.998
12107,Mexico,JAN2011,January 2011,2011,1,January,Final consumption,17788.828,20,233796.908
12125,Netherlands,JAN2011,January 2011,2011,1,January,Other combustible non-renewables,152.99,12,1656.81
12131,Netherlands,JAN2011,January 2011,2011,1,January,Distribution losses,481.593,19,5198.001
12185,Norway,JAN2011,January 2011,2011,1,January,Low carbon,10667.378,26,122733.926
12266,OECD Europe,JAN2011,January 2011,2011,1,January,Fossil fuels,164939.856,27,1688445.585
12283,OECD Total,JAN2011,January 2011,2011,1,January,Electricity supplied,975961.029,17,10412102.423
12296,Poland,JAN2011,January 2011,2011,1,January,Solar,0.003,3,0.174
12499,United Kingdom,JAN2011,January 2011,2011,1,January,Other renewables,0.083,5,0.996
12506,United Kingdom,JAN2011,January 2011,2011,1,January,Other combustible non-renewables,146.17,12,1754.04
12524,United States,JAN2011,January 2011,2011,1,January,Solar,104.87,3,6083.001
12541,United States,JAN2011,January 2011,2011,1,January,Electricity trade,-2689.311,21,-37262.999
12679,Czech Republic,FEB2011,February 2011,2011,2,February,Distribution losses,372.573,19,4405.0
12707,Denmark,FEB2011,February 2011,2011,2,February,Other renewables aggregated,404.373,25,4085.709
12826,Greece,FEB2011,February 2011,2011,2,February,Others,369.711,24,5379.738
12910,Ireland,FEB2011,February 2011,2011,2,February,Renewables,482.239,22,5404.206
12928,Italy,FEB2011,February 2011,2011,2,February,Total imports,4211.065,15,47518.998
12948,Japan,FEB2011,February 2011,2011,2,February,Oil,7627.383,9,121096.934
12956,Japan,FEB2011,February 2011,2011,2,February,Distribution losses,3820.258,19,46489.771
13027,Lithuania,FEB2011,February 2011,2011,2,February,Other renewables aggregated,15.713,25,138.94
13098,Netherlands,FEB2011,February 2011,2011,2,February,Electricity trade,-360.862,21,-9089.0
13258,OECD Total,FEB2011,February 2011,2011,2,February,Low carbon,355603.96,26,4167844.069
13326,Republic of Turkiye,FEB2011,February 2011,2011,2,February,Total exports,211.222,16,3645.0
13361,Slovak Republic,FEB2011,February 2011,2011,2,February,Low carbon,1652.428,26,19129.825
13414,Sweden,FEB2011,February 2011,2011,2,February,Wind,499.517,2,6107.0
13429,Sweden,FEB2011,February 2011,2011,2,February,Final consumption,13021.972,20,128961.02
13513,United States,FEB2011,February 2011,2011,2,February,Fossil fuels,208659.586,27,2803306.609
13528,Australia,MAR2011,March 2011,2011,3,March,Renewables,1910.12,22,25078.374
13581,Belgium,MAR2011,March 2011,2011,3,March,Other renewables aggregated,371.815,25,4541.337
13659,Denmark,MAR2011,March 2011,2011,3,March,Oil,17.83,9,423.057
13669,Denmark,MAR2011,March 2011,2011,3,March,Electricity trade,670.906,21,-1319.999
13702,Finland,MAR2011,March 2011,2011,3,March,Oil,52.678,9,393.788
13810,Hungary,MAR2011,March 2011,2011,3,March,Final consumption,3162.762,20,36392.443
13940,Korea,MAR2011,March 2011,2011,3,March,Net electricity production,43757.159,14,503150.001
13952,Latvia,MAR2011,March 2011,2011,3,March,Wind,7.895,2,70.07
13967,Latvia,MAR2011,March 2011,2011,3,March,Electricity trade,14.031,21,-1244.998
13999,Luxembourg,MAR2011,March 2011,2011,3,March,Nuclear,0.0,6,0.0
14053,Netherlands,MAR2011,March 2011,2011,3,March,Natural gas,6111.796,10,66420.443
14080,New Zealand,MAR2011,March 2011,2011,3,March,Not specified,3.856,13,46.272
14116,Norway,MAR2011,March 2011,2011,3,March,Low carbon,9506.31,26,122733.926
14128,OECD Americas,MAR2011,March 2011,2011,3,March,Combustible renewables,6102.011,11,73226.861
14149,OECD Asia Oceania,MAR2011,March 2011,2011,3,March,Nuclear,33105.003,6,301138.423
14152,OECD Asia Oceania,MAR2011,March 2011,2011,3,March,Oil,10976.256,9,142462.854
14247,Poland,MAR2011,March 2011,2011,3,March,Other renewables aggregated,522.325,25,6896.925
14286,Republic of Turkiye,MAR2011,March 2011,2011,3,March,Combustible renewables,30.245,11,321.929
14497,Australia,APR2011,April 2011,2011,4,April,Low carbon,1680.216,26,25078.374
14520,Austria,APR2011,April 2011,2011,4,April,Others,101.282,24,1509.905
14562,Canada,APR2011,April 2011,2011,4,April,Total imports,1583.649,15,14554.001
14605,Czech Republic,APR2011,April 2011,2011,4,April,Net electricity production,6318.6,14,79908.001
14644,Estonia,APR2011,April 2011,2011,4,April,Coal,718.722,8,10300.38
14670,Finland,APR2011,April 2011,2011,4,April,Other combustible non-renewables,20.699,12,217.717
14723,Germany,APR2011,April 2011,2011,4,April,Net electricity production,45191.46,14,576247.0
14740,Greece,APR2011,April 2011,2011,4,April,Total combustible fuels,3196.191,7,45726.0
14747,Greece,APR2011,April 2011,2011,4,April,Total imports,562.888,15,7180.0
14820,Iceland,APR2011,April 2011,2011,4,April,Others,0.219,24,2.0
14838,Ireland,APR2011,April 2011,2011,4,April,Final consumption,1972.725,20,24824.212
14855,Italy,APR2011,April 2011,2011,4,April,Other combustible non-renewables,162.883,12,2203.743
14936,Latvia,APR2011,April 2011,2011,4,April,Other renewables aggregated,2.643,25,100.064
14953,Lithuania,APR2011,April 2011,2011,4,April,Electricity trade,-546.0,21,-6739.0
15020,Netherlands,APR2011,April 2011,2011,4,April,Other combustible non-renewables,141.872,12,1656.81
15025,Netherlands,APR2011,April 2011,2011,4,April,Electricity supplied,9128.523,17,118233.642
15081,Norway,APR2011,April 2011,2011,4,April,Low carbon,7838.812,26,122733.926
15170,OECD Total,APR2011,April 2011,2011,4,April,Coal,243612.656,8,3394687.429
15203,Poland,APR2011,April 2011,2011,4,April,Total exports,813.068,16,12022.002
15426,United States,APR2011,April 2011,2011,4,April,Natural gas,68305.643,10,984544.532
15436,United States,APR2011,April 2011,2011,4,April,Final consumption,286306.895,20,3885019.0
15447,Australia,MAY2011,May 2011,2011,5,May,Geothermal,0.083,4,0.996
15466,Austria,MAY2011,May 2011,2011,5,May,Solar,19.971,3,165.283
15486,Austria,MAY2011,May 2011,2011,5,May,Other renewables aggregated,378.226,25,4330.561
15514,Canada,MAY2011,May 2011,2011,5,May,Hydro,29283.494,1,372077.0
15517,Canada,MAY2011,May 2011,2011,5,May,Other renewables,2.372,5,26.0
15522,Canada,MAY2011,May 2011,2011,5,May,Natural gas,3847.123,10,54331.452
15638,Finland,MAY2011,May 2011,2011,5,May,Total imports,1312.155,15,17656.0
15705,Greece,MAY2011,May 2011,2011,5,May,Solar,61.357,3,610.311
15891,Latvia,MAY2011,May 2011,2011,5,May,Net electricity production,625.251,14,5563.87
16040,Norway,MAY2011,May 2011,2011,5,May,Final consumption,8288.647,20,114847.998
16041,Norway,MAY2011,May 2011,2011,5,May,Electricity trade,-394.119,21,3074.999
16112,OECD Europe,MAY2011,May 2011,2011,5,May,Other combustible non-renewables,1598.966,12,20079.668
16166,Poland,MAY2011,May 2011,2011,5,May,Net electricity production,11868.724,14,148913.176
16206,Republic of Turkiye,MAY2011,May 2011,2011,5,May,Hydro,5855.405,1,51154.999
16306,Spain,MAY2011,May 2011,2011,5,May,Low carbon,10700.239,26,143243.995
16339,Switzerland,MAY2011,May 2011,2011,5,May,Natural gas,68.026,10,913.082
16479,Canada,JUN2011,June 2011,2011,6,June,Hydro,27486.104,1,372077.0
16550,Denmark,JUN2011,June 2011,2011,6,June,Total combustible fuels,1582.184,7,23742.803
