,COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate
47660,Finland,FEB2014,February 2014,2014,2,February,Fossil fuels,1719.979,27,17301.934
47686,France,FEB2014,February 2014,2014,2,February,Low carbon,47049.025,26,515099.205
47718,Greece,FEB2014,February 2014,2014,2,February,Coal,2027.333,8,23224.119
47791,Iceland,FEB2014,February 2014,2014,2,February,Total combustible fuels,0.621,7,3.0
47840,Italy,FEB2014,February 2014,2014,2,February,Electricity supplied,25435.993,17,312863.934
47904,Latvia,FEB2014,February 2014,2014,2,February,Total imports,443.166,15,5340.001
47933,Lithuania,FEB2014,February 2014,2014,2,February,Final consumption,836.394,20,10011.985
47947,Luxembourg,FEB2014,February 2014,2014,2,February,Natural gas,101.421,10,1436.172
47998,Netherlands,FEB2014,February 2014,2014,2,February,Combustible renewables,385.315,11,4772.986
48071,OECD Americas,FEB2014,February 2014,2014,2,February,Oil,6748.719,9,82111.446
48081,OECD Americas,FEB2014,February 2014,2014,2,February,Distribution losses,28932.222,19,363818.999
48177,Poland,FEB2014,February 2014,2014,2,February,Oil,116.287,9,1446.774
48194,Poland,FEB2014,February 2014,2014,2,February,Low carbon,1707.876,26,19485.482
48343,Sweden,FEB2014,February 2014,2014,2,February,Other renewables aggregated,1011.231,25,10321.735
48462,Austria,MAR2014,March 2014,2014,3,March,Electricity trade,-1670.385,21,-9274.725
48466,Austria,MAR2014,March 2014,2014,3,March,Other renewables aggregated,373.906,25,4325.613
48612,Estonia,MAR2014,March 2014,2014,3,March,Natural gas,4.727,10,60.632
48839,Italy,MAR2014,March 2014,2014,3,March,Other renewables aggregated,1899.021,25,23333.401
48876,Korea,MAR2014,March 2014,2014,3,March,Net electricity production,46183.049,14,530007.0
48950,Luxembourg,MAR2014,March 2014,2014,3,March,Non-renewables,191.674,23,1491.069
48955,Mexico,MAR2014,March 2014,2014,3,March,Hydro,3307.582,1,38549.0
48959,Mexico,MAR2014,March 2014,2014,3,March,Nuclear,729.367,6,9303.0
49021,New Zealand,MAR2014,March 2014,2014,3,March,Distribution losses,227.691,19,2844.222
49097,OECD Asia Oceania,MAR2014,March 2014,2014,3,March,Electricity supplied,160827.04,17,1860022.501
49120,OECD Europe,MAR2014,March 2014,2014,3,March,Not specified,482.609,13,5295.908
49155,OECD Total,MAR2014,March 2014,2014,3,March,Electricity trade,-1506.118,21,-16529.487
49194,Portugal,MAR2014,March 2014,2014,3,March,Oil,83.065,9,1298.645
49215,Republic of Turkiye,MAR2014,March 2014,2014,3,March,Solar,0.623,3,17.0
49238,Republic of Turkiye,MAR2014,March 2014,2014,3,March,Low carbon,4798.694,26,51634.153
49245,Slovak Republic,MAR2014,March 2014,2014,3,March,Coal,258.868,8,2928.446
49294,Spain,MAR2014,March 2014,2014,3,March,Coal,1286.402,8,42855.739
49382,United Kingdom,MAR2014,March 2014,2014,3,March,Electricity trade,-1450.938,21,-18627.918
49402,United States,MAR2014,March 2014,2014,3,March,Total imports,5584.218,15,66511.001
49493,Canada,APR2014,April 2014,2014,4,April,Natural gas,4291.232,10,53931.057
49591,Denmark,APR2014,April 2014,2014,4,April,Electricity trade,-264.887,21,-2854.997
49639,Finland,APR2014,April 2014,2014,4,April,Others,68.553,24,853.459
49682,Germany,APR2014,April 2014,2014,4,April,Net electricity production,47040.098,14,590874.002
49741,Hungary,APR2014,April 2014,2014,4,April,Low carbon,1274.496,26,17719.036
49751,IEA Total,APR2014,April 2014,2014,4,April,Oil,21084.13,9,279418.998
49765,IEA Total,APR2014,April 2014,2014,4,April,Non-renewables,580483.26,23,7925977.904
49803,Ireland,APR2014,April 2014,2014,4,April,Non-renewables,1606.638,23,18672.379
49854,Japan,APR2014,April 2014,2014,4,April,Fossil fuels,68409.222,27,920910.264
50116,OECD Europe,APR2014,April 2014,2014,4,April,Used for pumped storage,3746.473,18,46832.157
50170,Poland,APR2014,April 2014,2014,4,April,Final consumption,10811.278,20,136308.001
50186,Portugal,APR2014,April 2014,2014,4,April,Natural gas,347.858,10,6540.114
50211,Republic of Turkiye,APR2014,April 2014,2014,4,April,Coal,5215.185,8,71977.95
50350,Switzerland,APR2014,April 2014,2014,4,April,Other renewables aggregated,128.176,25,1605.42
50410,Australia,MAY2014,May 2014,2014,5,May,Total combustible fuels,17375.473,7,208675.772
50443,Austria,MAY2014,May 2014,2014,5,May,Final consumption,5104.455,20,62557.417
50454,Belgium,MAY2014,May 2014,2014,5,May,Nuclear,2855.463,6,31969.002
50526,Colombia,MAY2014,May 2014,2014,5,May,Oil,172.284,9,1918.191
50600,Estonia,MAY2014,May 2014,2014,5,May,Electricity supplied,631.443,17,8259.002
50606,Estonia,MAY2014,May 2014,2014,5,May,Others,8.398,24,101.932
50698,Greece,MAY2014,May 2014,2014,5,May,Total exports,18.353,16,641.999
50701,Greece,MAY2014,May 2014,2014,5,May,Distribution losses,287.253,19,4149.001
50703,Greece,MAY2014,May 2014,2014,5,May,Electricity trade,-598.243,21,-8819.001
50745,IEA Total,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,3675.924,12,47061.634
50749,IEA Total,MAY2014,May 2014,2014,5,May,Total exports,34814.754,16,460968.984
50764,Iceland,MAY2014,May 2014,2014,5,May,Total combustible fuels,0.127,7,3.0
50776,Ireland,MAY2014,May 2014,2014,5,May,Hydro,66.655,1,977.468
50832,Japan,MAY2014,May 2014,2014,5,May,Combustible renewables,1486.192,11,15919.837
50893,Lithuania,MAY2014,May 2014,2014,5,May,Total combustible fuels,66.163,7,2130.0
50902,Lithuania,MAY2014,May 2014,2014,5,May,Total exports,65.072,16,898.001
50922,Luxembourg,MAY2014,May 2014,2014,5,May,Other combustible non-renewables,4.876,12,54.897
50954,Mexico,MAY2014,May 2014,2014,5,May,Final consumption,22068.602,20,248198.736
50974,Netherlands,MAY2014,May 2014,2014,5,May,Net electricity production,6995.022,14,98714.698
50990,New Zealand,MAY2014,May 2014,2014,5,May,Geothermal,622.329,4,6872.852
51015,Norway,MAY2014,May 2014,2014,5,May,Total combustible fuels,160.128,7,3254.999
51090,OECD Europe,MAY2014,May 2014,2014,5,May,Hydro,52107.82,1,594856.718
51112,OECD Europe,MAY2014,May 2014,2014,5,May,Non-renewables,169230.159,23,2267528.43
51129,OECD Total,MAY2014,May 2014,2014,5,May,Not specified,2808.89,13,34118.456
51215,Republic of Turkiye,MAY2014,May 2014,2014,5,May,Electricity trade,-426.177,21,-5257.0
51253,Slovenia,MAY2014,May 2014,2014,5,May,Oil,0.352,9,36.703
51324,Switzerland,MAY2014,May 2014,2014,5,May,Total combustible fuels,268.576,7,3364.931
51382,United States,MAY2014,May 2014,2014,5,May,Not specified,332.0,13,3984.0
51436,Austria,JUN2014,June 2014,2014,6,June,Renewables,4713.396,22,51370.357
51466,Belgium,JUN2014,June 2014,2014,6,June,Fossil fuels,1911.677,27,24649.513
51548,Czech Republic,JUN2014,June 2014,2014,6,June,Used for pumped storage,64.448,18,1362.999
51567,Denmark,JUN2014,June 2014,2014,6,June,Net electricity production,1712.984,14,30815.249
51699,Greece,JUN2014,June 2014,2014,6,June,Low carbon,1080.131,26,12274.448
51758,Iceland,JUN2014,June 2014,2014,6,June,Electricity supplied,1413.008,17,17803.003
51760,Iceland,JUN2014,June 2014,2014,6,June,Final consumption,1375.455,20,17305.0
51776,Ireland,JUN2014,June 2014,2014,6,June,Net electricity production,1896.429,14,25312.627
51855,Korea,JUN2014,June 2014,2014,6,June,Non-renewables,41249.714,23,516516.306
51864,Latvia,JUN2014,June 2014,2014,6,June,Natural gas,111.223,10,2053.234
51964,Netherlands,JUN2014,June 2014,2014,6,June,Not specified,8.351,13,145.0
52053,OECD Americas,JUN2014,June 2014,2014,6,June,Fossil fuels,275479.872,27,3171230.779
52065,OECD Asia Oceania,JUN2014,June 2014,2014,6,June,Other combustible non-renewables,1119.449,12,14633.051
52068,OECD Asia Oceania,JUN2014,June 2014,2014,6,June,Total imports,0.0,15,0.0
52085,OECD Europe,JUN2014,June 2014,2014,6,June,Other renewables,39.719,5,476.628
52093,OECD Europe,JUN2014,June 2014,2014,6,June,Not specified,393.387,13,5295.908
52109,OECD Total,JUN2014,June 2014,2014,6,June,Wind,32165.452,2,484170.745
52135,Poland,JUN2014,June 2014,2014,6,June,Hydro,199.738,1,2708.0
52146,Poland,JUN2014,June 2014,2014,6,June,Net electricity production,10923.126,14,145214.001
52185,Portugal,JUN2014,June 2014,2014,6,June,Fossil fuels,1830.815,27,19521.074
52189,Republic of Turkiye,JUN2014,June 2014,2014,6,June,Geothermal,156.57,4,2040.001
52261,Slovenia,JUN2014,June 2014,2014,6,June,Fossil fuels,294.105,27,3654.541
52292,Sweden,JUN2014,June 2014,2014,6,June,Oil,13.539,9,289.502
52353,United Kingdom,JUN2014,June 2014,2014,6,June,Distribution losses,2069.825,19,54754.776
52406,Australia,JUL2014,July 2014,2014,7,July,Low carbon,3390.683,26,32869.815
52437,Belgium,JUL2014,July 2014,2014,7,July,Total combustible fuels,2133.34,7,28579.0
52454,Belgium,JUL2014,July 2014,2014,7,July,Others,134.193,24,1842.216
52500,Chile,JUL2014,July 2014,2014,7,July,Other renewables aggregated,492.477,25,5208.127
52513,Colombia,JUL2014,July 2014,2014,7,July,Total exports,23.181,16,849.0
52584,Estonia,JUL2014,July 2014,2014,7,July,Final consumption,504.419,20,7417.001
52650,Germany,JUL2014,July 2014,2014,7,July,Oil,302.102,9,5242.93
52680,Greece,JUL2014,July 2014,2014,7,July,Total exports,43.144,16,641.999
52699,Hungary,JUL2014,July 2014,2014,7,July,Natural gas,308.124,10,3787.362
52728,IEA Total,JUL2014,July 2014,2014,7,July,Not specified,2820.34,13,33827.456
52756,Iceland,JUL2014,July 2014,2014,7,July,Low carbon,1491.8,26,17800.0
52772,Ireland,JUL2014,July 2014,2014,7,July,Distribution losses,156.197,19,2028.393
52874,Lithuania,JUL2014,July 2014,2014,7,July,Solar,11.567,3,72.983
52881,Lithuania,JUL2014,July 2014,2014,7,July,Not specified,19.5,13,234.0
52927,Mexico,JUL2014,July 2014,2014,7,July,Natural gas,14448.154,10,164550.891
52951,Netherlands,JUL2014,July 2014,2014,7,July,Oil,125.982,9,1814.814
52993,New Zealand,JUL2014,July 2014,2014,7,July,Fossil fuels,736.115,27,8489.039
53097,OECD Europe,JUL2014,July 2014,2014,7,July,Low carbon,156147.765,26,1952665.434
53145,Poland,JUL2014,July 2014,2014,7,July,Renewables,1477.189,22,19349.486
53182,Republic of Turkiye,JUL2014,July 2014,2014,7,July,Nuclear,0.0,6,0.0
53205,Slovak Republic,JUL2014,July 2014,2014,7,July,Wind,0.5,2,6.0
53225,Slovak Republic,JUL2014,July 2014,2014,7,July,Others,26.805,24,391.337
53263,Spain,JUL2014,July 2014,2014,7,July,Net electricity production,23665.796,14,268380.001
53344,United Kingdom,JUL2014,July 2014,2014,7,July,Distribution losses,2114.345,19,54754.776
53428,Belgium,AUG2014,August 2014,2014,8,August,Total combustible fuels,2269.466,7,28579.0
53490,Chile,AUG2014,August 2014,2014,8,August,Others,140.851,24,4099.083
53503,Colombia,AUG2014,August 2014,2014,8,August,Total imports,20.77,15,47.0
53505,Colombia,AUG2014,August 2014,2014,8,August,Electricity supplied,5824.934,17,68225.299
53517,Czech Republic,AUG2014,August 2014,2014,8,August,Solar,232.315,3,2103.999
53525,Czech Republic,AUG2014,August 2014,2014,8,August,Not specified,7.39,13,75.001
53591,Finland,AUG2014,August 2014,2014,8,August,Combustible renewables,744.468,11,11155.061
53631,France,AUG2014,August 2014,2014,8,August,Other renewables aggregated,260.577,25,6099.131
53633,France,AUG2014,August 2014,2014,8,August,Fossil fuels,1351.63,27,34111.139
53647,Germany,AUG2014,August 2014,2014,8,August,Total imports,4697.146,15,40435.001
53662,Greece,AUG2014,August 2014,2014,8,August,Solar,426.485,3,3791.999
53765,Ireland,AUG2014,August 2014,2014,8,August,Electricity trade,-167.585,21,-2149.058
53772,Italy,AUG2014,August 2014,2014,8,August,Hydro,5872.646,1,59574.936
53786,Italy,AUG2014,August 2014,2014,8,August,Electricity supplied,23875.966,17,312863.934
53790,Italy,AUG2014,August 2014,2014,8,August,Electricity trade,-1873.206,21,-43715.999
53842,Latvia,AUG2014,August 2014,2014,8,August,Hydro,60.031,1,1953.0
53905,Luxembourg,AUG2014,August 2014,2014,8,August,Non-renewables,18.549,23,1491.069
53954,Netherlands,AUG2014,August 2014,2014,8,August,Renewables,922.013,22,11407.684
53985,Norway,AUG2014,August 2014,2014,8,August,Hydro,9315.986,1,135559.0
54048,OECD Asia Oceania,AUG2014,August 2014,2014,8,August,Not specified,1845.401,13,22308.552
54102,OECD Total,AUG2014,August 2014,2014,8,August,Not specified,2815.056,13,34118.456
54192,Republic of Turkiye,AUG2014,August 2014,2014,8,August,Other renewables aggregated,235.637,25,3062.15
54214,Slovak Republic,AUG2014,August 2014,2014,8,August,Renewables,614.117,22,5854.472
54223,Slovenia,AUG2014,August 2014,2014,8,August,Nuclear,512.0,6,6061.0
54284,Sweden,AUG2014,August 2014,2014,8,August,Final consumption,8947.854,20,126845.0
54381,Australia,SEP2014,September 2014,2014,9,September,Used for pumped storage,17.856,18,163.74
54430,Belgium,SEP2014,September 2014,2014,9,September,Used for pumped storage,129.0,18,1548.0
54431,Belgium,SEP2014,September 2014,2014,9,September,Distribution losses,315.408,19,3784.896
54491,Colombia,SEP2014,September 2014,2014,9,September,Natural gas,1043.316,10,13365.401
54502,Colombia,SEP2014,September 2014,2014,9,September,Others,166.453,24,1918.191
54529,Czech Republic,SEP2014,September 2014,2014,9,September,Low carbon,3369.732,26,38397.016
54551,Denmark,SEP2014,September 2014,2014,9,September,Low carbon,987.988,26,17666.24
54660,Greece,SEP2014,September 2014,2014,9,September,Net electricity production,3698.921,14,46702.0
54693,Hungary,SEP2014,September 2014,2014,9,September,Non-renewables,2109.392,23,24248.951
54800,Japan,SEP2014,September 2014,2014,9,September,Electricity supplied,80431.454,17,1049575.632
54830,Korea,SEP2014,September 2014,2014,9,September,Other renewables aggregated,161.435,25,2040.7
54895,Luxembourg,SEP2014,September 2014,2014,9,September,Renewables,110.557,22,1446.538
54921,Mexico,SEP2014,September 2014,2014,9,September,Non-renewables,21000.35,23,237931.657
54945,Netherlands,SEP2014,September 2014,2014,9,September,Renewables,619.357,22,11407.684
54954,New Zealand,SEP2014,September 2014,2014,9,September,Geothermal,561.916,4,6872.852
54967,New Zealand,SEP2014,September 2014,2014,9,September,Distribution losses,254.098,19,2844.222
54984,Norway,SEP2014,September 2014,2014,9,September,Other combustible non-renewables,15.768,12,209.999
55006,OECD Americas,SEP2014,September 2014,2014,9,September,Total combustible fuels,275971.059,7,3250873.775
55014,OECD Americas,SEP2014,September 2014,2014,9,September,Total imports,7117.944,15,81490.001
55062,OECD Europe,SEP2014,September 2014,2014,9,September,Oil,4453.868,9,54090.617
55145,Portugal,SEP2014,September 2014,2014,9,September,Net electricity production,3769.249,14,51527.109
55153,Portugal,SEP2014,September 2014,2014,9,September,Renewables,1662.214,22,32006.033
55155,Portugal,SEP2014,September 2014,2014,9,September,Others,166.403,24,1542.936
55179,Republic of Turkiye,SEP2014,September 2014,2014,9,September,Electricity trade,-337.667,21,-5257.0
55293,Switzerland,SEP2014,September 2014,2014,9,September,Not specified,0.0,13,0.0
55329,United Kingdom,SEP2014,September 2014,2014,9,September,Renewables,3839.99,22,66298.304
55401,Austria,OCT2014,October 2014,2014,10,October,Non-renewables,1104.543,23,10867.237
55430,Belgium,OCT2014,October 2014,2014,10,October,Fossil fuels,2655.784,27,24649.513
55474,Chile,OCT2014,October 2014,2014,10,October,Low carbon,3216.698,26,30234.127
55489,Colombia,OCT2014,October 2014,2014,10,October,Final consumption,5346.948,20,62375.299
55503,Czech Republic,OCT2014,October 2014,2014,10,October,Oil,10.621,9,93.944
55525,Denmark,OCT2014,October 2014,2014,10,October,Total combustible fuels,1429.232,7,17125.73
55614,France,OCT2014,October 2014,2014,10,October,Low carbon,38980.166,26,515099.205
55761,Italy,OCT2014,October 2014,2014,10,October,Natural gas,8243.13,10,88800.697
55782,Japan,OCT2014,October 2014,2014,10,October,Geothermal,187.493,4,2341.232
55949,New Zealand,OCT2014,October 2014,2014,10,October,Natural gas,677.939,10,6607.214
55982,Norway,OCT2014,October 2014,2014,10,October,Distribution losses,635.208,19,7605.0
56023,OECD Asia Oceania,OCT2014,October 2014,2014,10,October,Nuclear,12413.33,6,149165.001
56051,OECD Europe,OCT2014,October 2014,2014,10,October,Total combustible fuels,141451.964,7,1589259.54
56115,Poland,OCT2014,October 2014,2014,10,October,Distribution losses,894.211,19,10250.0
56117,Poland,OCT2014,October 2014,2014,10,October,Electricity trade,-198.913,21,-2165.999
56135,Portugal,OCT2014,October 2014,2014,10,October,Not specified,0.5,13,6.0
56193,Slovak Republic,OCT2014,October 2014,2014,10,October,Distribution losses,54.968,19,667.0
56317,United Kingdom,OCT2014,October 2014,2014,10,October,Distribution losses,2294.439,19,54754.776
56337,United States,OCT2014,October 2014,2014,10,October,Not specified,332.0,13,3984.0
56389,Austria,NOV2014,November 2014,2014,11,November,Final consumption,5205.133,20,62557.417
56403,Belgium,NOV2014,November 2014,2014,11,November,Oil,24.069,9,209.39
56492,Czech Republic,NOV2014,November 2014,2014,11,November,Coal,3564.132,8,38947.465
56590,France,NOV2014,November 2014,2014,11,November,Other combustible non-renewables,263.516,12,2032.538
56606,Germany,NOV2014,November 2014,2014,11,November,Hydro,2232.006,1,25047.999
56651,Greece,NOV2014,November 2014,2014,11,November,Others,321.035,24,5091.156
56664,Hungary,NOV2014,November 2014,2014,11,November,Other combustible non-renewables,8.36,12,105.404
56700,IEA Total,NOV2014,November 2014,2014,11,November,Renewables,188439.285,22,2332474.781
56720,Iceland,NOV2014,November 2014,2014,11,November,Fossil fuels,0.312,27,3.0
56758,Italy,NOV2014,November 2014,2014,11,November,Electricity supplied,25581.267,17,312863.934
56889,Mexico,NOV2014,November 2014,2014,11,November,Oil,2387.856,9,31583.529
56987,OECD Americas,NOV2014,November 2014,2014,11,November,Coal,131466.637,8,1736949.621
57014,OECD Asia Oceania,NOV2014,November 2014,2014,11,November,Coal,57878.819,8,708109.428
57023,OECD Asia Oceania,NOV2014,November 2014,2014,11,November,Electricity supplied,145622.556,17,1860022.501
57024,OECD Asia Oceania,NOV2014,November 2014,2014,11,November,Used for pumped storage,773.618,18,12230.107
57052,OECD Europe,NOV2014,November 2014,2014,11,November,Distribution losses,20439.91,19,266473.686
57102,Poland,NOV2014,November 2014,2014,11,November,Electricity supplied,12720.749,17,147380.0
57205,Slovenia,NOV2014,November 2014,2014,11,November,Used for pumped storage,33.324,18,362.975
57224,Spain,NOV2014,November 2014,2014,11,November,Other combustible non-renewables,50.707,12,649.057
57259,Sweden,NOV2014,November 2014,2014,11,November,Others,131.59,24,1375.135
57274,Switzerland,NOV2014,November 2014,2014,11,November,Net electricity production,5965.768,14,69985.931
57289,United Kingdom,NOV2014,November 2014,2014,11,November,Wind,2718.629,2,31958.999
57438,Chile,DEC2014,December 2014,2014,12,December,Solar,89.531,3,479.999
57440,Chile,DEC2014,December 2014,2014,12,December,Coal,2160.562,8,25425.673
57448,Chile,DEC2014,December 2014,2014,12,December,Final consumption,5565.199,20,65087.999
57490,Czech Republic,DEC2014,December 2014,2014,12,December,Electricity supplied,5794.698,17,62816.0
57515,Denmark,DEC2014,December 2014,2014,12,December,Final consumption,2967.836,20,31696.25
57531,Estonia,DEC2014,December 2014,2014,12,December,Net electricity production,1037.233,14,11013.001
57566,Finland,DEC2014,December 2014,2014,12,December,Low carbon,4465.32,26,48426.811
57571,France,DEC2014,December 2014,2014,12,December,Geothermal,6.24,4,74.88
57657,Hungary,DEC2014,December 2014,2014,12,December,Total exports,708.0,16,5689.0
57713,Ireland,DEC2014,December 2014,2014,12,December,Total combustible fuels,1641.452,7,19192.642
57767,Japan,DEC2014,December 2014,2014,12,December,Other combustible non-renewables,1346.446,12,14100.745
57821,Latvia,DEC2014,December 2014,2014,12,December,Other renewables aggregated,67.239,25,587.766
57871,Mexico,DEC2014,December 2014,2014,12,December,Hydro,2151.137,1,38549.0
57899,Netherlands,DEC2014,December 2014,2014,12,December,Geothermal,0.0,4,0.0
57901,Netherlands,DEC2014,December 2014,2014,12,December,Total combustible fuels,8811.233,7,88062.0
57944,New Zealand,DEC2014,December 2014,2014,12,December,Low carbon,2852.506,26,33785.978
57991,OECD Americas,DEC2014,December 2014,2014,12,December,Non-renewables,335888.253,23,4078907.778
58065,OECD Total,DEC2014,December 2014,2014,12,December,Total exports,42477.415,16,474837.983
58099,Poland,DEC2014,December 2014,2014,12,December,Other renewables aggregated,864.081,25,9055.488
58139,Republic of Turkiye,DEC2014,December 2014,2014,12,December,Other combustible non-renewables,1.319,12,11.326
58175,Slovak Republic,DEC2014,December 2014,2014,12,December,Non-renewables,1811.689,23,19152.523
58254,Switzerland,DEC2014,December 2014,2014,12,December,Solar,24.722,3,842.001
58393,Austria,JAN2015,January 2015,2015,1,January,Final consumption,6009.218,20,63583.965
58698,Germany,JAN2015,January 2015,2015,1,January,Solar,605.598,3,38725.999
58709,Germany,JAN2015,January 2015,2015,1,January,Total imports,2884.563,15,37008.001
58965,Lithuania,JAN2015,January 2015,2015,1,January,Used for pumped storage,82.91,18,923.999
59005,Malta,JAN2015,January 2015,2015,1,January,Final consumption,168.613,20,2115.989
59108,Norway,JAN2015,January 2015,2015,1,January,Hydro,14051.239,1,137810.001
59115,Norway,JAN2015,January 2015,2015,1,January,Other combustible non-renewables,18.297,12,218.0
59142,OECD Americas,JAN2015,January 2015,2015,1,January,Not specified,403.115,13,5218.995
59268,Portugal,JAN2015,January 2015,2015,1,January,Coal,1132.106,8,14106.605
59352,Serbia,JAN2015,January 2015,2015,1,January,Used for pumped storage,59.054,18,1089.999
59399,Slovenia,JAN2015,January 2015,2015,1,January,Electricity supplied,1274.643,17,14139.259
59461,Switzerland,JAN2015,January 2015,2015,1,January,Solar,33.225,3,1119.0
59488,United Kingdom,JAN2015,January 2015,2015,1,January,Nuclear,6011.506,6,63894.555
59492,United Kingdom,JAN2015,January 2015,2015,1,January,Natural gas,7528.035,10,97235.794
59562,Australia,FEB2015,February 2015,2015,2,February,Hydro,886.47102,1,14263.526273
59576,Australia,FEB2015,February 2015,2015,2,February,Renewables,2461.735282,22,35033.856311
59612,Belgium,FEB2015,February 2015,2015,2,February,Coal,369.406,8,3986.949
59660,Bulgaria,FEB2015,February 2015,2015,2,February,Coal,1604.796,8,19325.944
59769,Cyprus,FEB2015,February 2015,2015,2,February,Oil,290.68,9,3916.693
59950,Greece,FEB2015,February 2015,2015,2,February,Fossil fuels,2198.103,27,33243.294
59996,IEA Total,FEB2015,February 2015,2015,2,February,Renewables,201248.220282,22,2438357.519311
60080,Italy,FEB2015,February 2015,2015,2,February,Total exports,299.134,16,4471.002
60084,Italy,FEB2015,February 2015,2015,2,February,Final consumption,23901.766,20,297180.421
60097,Japan,FEB2015,February 2015,2015,2,February,Coal,29740.373,8,341507.925
60104,Japan,FEB2015,February 2015,2015,2,February,Electricity supplied,89378.007,17,1031009.024
60122,Korea,FEB2015,February 2015,2015,2,February,Natural gas,9843.252,10,117616.01
60128,Korea,FEB2015,February 2015,2015,2,February,Used for pumped storage,408.683,18,4823.454
60131,Korea,FEB2015,February 2015,2015,2,February,Renewables,1109.268,22,14044.562
60177,Lithuania,FEB2015,February 2015,2015,2,February,Others,41.861,24,563.254
60262,Netherlands,FEB2015,February 2015,2015,2,February,Electricity trade,-260.84,21,-8748.131
60307,North Macedonia,FEB2015,February 2015,2015,2,February,Electricity trade,-205.582,21,-2513.001
60321,Norway,FEB2015,February 2015,2015,2,February,Other combustible non-renewables,17.61,12,218.0
60357,OECD Americas,FEB2015,February 2015,2015,2,February,Renewables,96577.47,22,1121504.732
60385,OECD Asia Oceania,FEB2015,February 2015,2015,2,February,Non-renewables,138904.775901,23,1609261.158386
60386,OECD Asia Oceania,FEB2015,February 2015,2015,2,February,Others,15895.261586,24,153251.534159
60437,OECD Total,FEB2015,February 2015,2015,2,February,Electricity trade,-1998.795,21,-16389.136
60449,Poland,FEB2015,February 2015,2015,2,February,Coal,9974.953,8,120596.056
60459,Poland,FEB2015,February 2015,2015,2,February,Used for pumped storage,86.912,18,900.0
60503,Republic of Turkiye,FEB2015,February 2015,2015,2,February,Combustible renewables,88.882,11,1171.612
60536,Romania,FEB2015,February 2015,2015,2,February,Used for pumped storage,39.403,18,485.999
60641,Spain,FEB2015,February 2015,2015,2,February,Fossil fuels,7167.709,27,117219.547
60658,Sweden,FEB2015,February 2015,2015,2,February,Final consumption,11982.76,20,129275.0
60773,Australia,MAR2015,March 2015,2015,3,March,Total combustible fuels,17952.243864,7,209285.376641
60782,Australia,MAR2015,March 2015,2015,3,March,Final consumption,19454.101581,20,231493.368102
60830,Belgium,MAR2015,March 2015,2015,3,March,Distribution losses,343.245,19,3815.599
60845,Brazil,MAR2015,March 2015,2015,3,March,Total combustible fuels,13559.785,7,173553.155
60904,Canada,MAR2015,March 2015,2015,3,March,Electricity trade,5201.119,21,59561.0
60933,Colombia,MAR2015,March 2015,2015,3,March,Total combustible fuels,2162.577,7,28107.51
61029,Denmark,MAR2015,March 2015,2015,3,March,Final consumption,2853.152,20,32067.298
61102,France,MAR2015,March 2015,2015,3,March,Electricity trade,4319.96,21,64062.999
61115,Germany,MAR2015,March 2015,2015,3,March,Coal,24267.514,8,262351.439
61151,Greece,MAR2015,March 2015,2015,3,March,Electricity trade,-1199.376,21,-9607.997
61201,IEA Total,MAR2015,March 2015,2015,3,March,Final consumption,819515.777581,20,9590621.589102
61237,India,MAR2015,March 2015,2015,3,March,Net electricity production,81761.293047,14,1203381.569426
61259,Ireland,MAR2015,March 2015,2015,3,March,Other combustible non-renewables,6.298,12,71.355
61273,Ireland,MAR2015,March 2015,2015,3,March,Fossil fuels,1644.846,27,19501.823
61307,Japan,MAR2015,March 2015,2015,3,March,Combustible renewables,1498.99,11,20184.449
61336,Korea,MAR2015,March 2015,2015,3,March,Distribution losses,1557.314,19,17979.21
61427,Mexico,MAR2015,March 2015,2015,3,March,Hydro,2827.186,1,30614.001
61434,Mexico,MAR2015,March 2015,2015,3,March,Oil,2324.328,9,30115.981
61457,Netherlands,MAR2015,March 2015,2015,3,March,Total combustible fuels,8247.004,7,93144.269
61471,Netherlands,MAR2015,March 2015,2015,3,March,Renewables,1190.909,22,13469.305
61516,North Macedonia,MAR2015,March 2015,2015,3,March,Renewables,234.725,22,2008.08
61572,OECD Asia Oceania,MAR2015,March 2015,2015,3,March,Wind,1985.82771,2,22286.239786
61582,OECD Asia Oceania,MAR2015,March 2015,2015,3,March,Other combustible non-renewables,1220.006,12,12339.366
61608,OECD Europe,MAR2015,March 2015,2015,3,March,Combustible renewables,15410.617,11,170823.482
61657,Poland,MAR2015,March 2015,2015,3,March,Coal,10355.351,8,120596.056
61674,Poland,MAR2015,March 2015,2015,3,March,Other renewables aggregated,757.208,25,9011.916
61885,Switzerland,MAR2015,March 2015,2015,3,March,Total imports,3131.718,15,34033.0
61894,Switzerland,MAR2015,March 2015,2015,3,March,Others,96.62,24,1168.642
61896,Switzerland,MAR2015,March 2015,2015,3,March,Low carbon,5041.236,26,64350.9
61932,United States,MAR2015,March 2015,2015,3,March,Oil,2307.483,9,36651.009
62018,Austria,APR2015,April 2015,2015,4,April,Other renewables aggregated,352.713,25,4409.908
62059,Brazil,APR2015,April 2015,2015,4,April,Net electricity production,45764.713,14,564061.957
62065,Brazil,APR2015,April 2015,2015,4,April,Others,2199.556,24,26959.792
62080,Bulgaria,APR2015,April 2015,2015,4,April,Total imports,314.074,15,4251.0
